command: ffmpeg -i /home/robert/Videos/bad.mkv -vf "scale=96:48" -f image2pipe -pix_fmt rgb24 -vcodec rawvideo -
current fps: 0.00 average: 0.00                     115789 function calls (112244 primitive calls) in 1.627 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:204(GLdoubleArray)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 record.py:65(RawField)
        1    0.000    0.000    0.000    0.000 sven.py:11(Sven)
        1    0.000    0.000    0.000    0.000 HSLColorTools.py:9(ColorHSLOps)
        1    0.000    0.000    0.000    0.000 PixelLife.py:76(RedLife)
        1    0.000    0.000    0.000    0.000 rq.py:774(ModifierMapping)
        1    0.000    0.000    0.000    0.000 extras.py:1413(mr_class)
        1    0.000    0.000    0.000    0.000 arrayprint.py:739(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 PixelLife.py:108(MixedLife)
        1    0.000    0.000    0.000    0.000 utils.py:1547(WarningMessage)
        1    0.000    0.000    0.000    0.000 rq.py:320(GC)
        1    0.000    0.000    0.000    0.000 special.py:150(GLUTTimerCallback)
        1    0.000    0.000    0.000    0.000 fontable.py:78(Font)
        1    0.000    0.000    0.000    0.000 argparse.py:629(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 Plasma.py:47(ColorFade)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:256(GLenumArray)
        1    0.000    0.000    0.000    0.000 rq.py:1361(GetAttrData)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 Controllers.py:86(PongTtyController)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 rq.py:195(ReplyLength)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 Timing.py:4(Timer)
        1    0.000    0.000    0.000    0.000 converters.py:88(ReturnValues)
        1    0.000    0.000    0.000    0.000 core.py:2311(__init__)
        1    0.000    0.000    0.000    0.000 logs.py:62(_ErrorLoggedFunction)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 error.py:36(DisplayNameError)
        1    0.000    0.000    0.000    0.000 core.py:6184(_minimum_operation)
        1    0.000    0.000    0.000    0.000 rq.py:826(ScalarObj)
        1    0.000    0.000    0.000    0.000 error.py:100(BadMatch)
        1    0.000    0.000    0.000    0.000 sprite.py:459(Group)
        1    0.000    0.000    0.000    0.000 rq.py:304(Pixmap)
        1    0.000    0.000    0.000    0.000 error.py:39(NullFunctionError)
        1    0.000    0.000    0.000    0.000 utils.py:1771(IgnoreException)
        1    0.000    0.000    0.000    0.000 _types.py:142(_cl_context)
        1    0.000    0.000    0.000    0.000 converters.py:51(PyConverter)
        1    0.000    0.000    0.000    0.000 error.py:19(Error)
        1    0.000    0.000    0.000    0.000 Image.py:1969(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 error.py:59(ResourceIDError)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 constant.py:60(FloatConstant)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 rq.py:213(__init__)
        1    0.000    0.000    0.000    0.000 error.py:103(BadAlloc)
        1    0.000    0.000    0.000    0.000 error.py:56(XauthError)
        1    0.000    0.000    0.000    0.000 __init__.py:124(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 error.py:95(BadWindow)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 Tron.py:57(Tron)
        1    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 error.py:21(NoContext)
        1    0.000    0.000    0.000    0.000 constant.py:63(StringConstant)
        1    0.000    0.000    0.000    0.000 error.py:109(BadImplementation)
        1    0.000    0.000    0.000    0.000 error.py:101(BadDrawable)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 rq.py:269(Card32)
        1    0.000    0.000    0.000    0.000 rq.py:316(Font)
        1    0.000    0.000    0.000    0.000 rq.py:143(ConstantField)
        1    0.000    0.000    0.000    0.000 rq.py:152(ReplyCode)
        1    0.000    0.000    0.000    0.000 __init__.py:135(_NoValue)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConverterLockError)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 error.py:102(BadAccess)
        1    0.000    0.000    0.000    0.000 error.py:107(BadName)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 constant.py:53(IntConstant)
        1    0.000    0.000    0.000    0.000 GraphicsTests.py:43(GraphicsRectTest)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 event.py:65(MotionNotify)
        1    0.000    0.000    0.000    0.000 _opaque.py:5(_Opaque)
        1    0.000    0.000    0.000    0.000 core.py:130(MaskError)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 Image.py:37(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 base.py:27(ScrollSupportError)
        1    0.000    0.000    0.000    0.000 error.py:106(BadIDChoice)
        1    0.000    0.000    0.000    0.000 serialutil.py:90(SerialException)
        1    0.000    0.000    0.000    0.000 numeric.py:2798(_unspecified)
        1    0.000    0.000    0.000    0.000 error.py:99(BadFont)
        1    0.000    0.000    0.000    0.000 rq.py:312(Fontable)
        1    0.000    0.000    0.000    0.000 Capture.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vboimplementation.py:4(Implementation)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 error.py:29(CopyError)
        1    0.000    0.000    0.000    0.000 error.py:108(BadLength)
        1    0.000    0.000    0.000    0.000 event.py:59(ButtonPress)
        1    0.000    0.000    0.000    0.000 rq.py:265(Card16)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 Image.py:1928(_ImageCrop)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 rq.py:308(Drawable)
        1    0.000    0.000    0.000    0.000 Water.py:27(Water)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:4(VerificationError)
        1    0.000    0.000    0.000    0.000 core.py:6026(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _types.py:144(_cl_event)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 rq.py:249(Int8)
        1    0.000    0.000    0.000    0.000 rq.py:34(BadDataError)
        1    0.000    0.000    0.000    0.000 error.py:96(BadPixmap)
        1    0.000    0.000    0.000    0.000 error.py:94(BadValue)
        1    0.000    0.000    0.000    0.000 rq.py:135(Pad)
        1    0.000    0.000    0.000    0.000 error.py:105(BadGC)
        1    0.000    0.000    0.000    0.000 error.py:97(BadAtom)
        1    0.000    0.000    0.000    0.000 _iotools.py:460(ConversionWarning)
        1    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 shlex.py:265(__iter__)
        1    0.000    0.000    0.000    0.000 rq.py:355(Gravity)
        1    0.000    0.000    0.000    0.000 serialutil.py:94(SerialTimeoutException)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 Image.py:1964(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 HSVColorTools.py:7(ColorHSVOps)
        1    0.000    0.000    0.000    0.000 Image.py:41(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 error.py:57(XNoAuthError)
        1    0.000    0.000    0.000    0.000 rq.py:333(Bool)
        1    0.000    0.000    0.000    0.000 argparse.py:1027(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 error.py:155(GLUError)
        1    0.000    0.000    0.000    0.000 baseplatform.py:348(CurrentContextIsValid)
        1    0.000    0.000    0.000    0.000 GraphicsTests.py:89(GraphicsDotTest)
        1    0.000    0.000    0.000    0.000 rq.py:324(Colormap)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 event.py:62(ButtonRelease)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 rq.py:253(Int16)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 rq.py:185(TotalLengthField)
        1    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 rq.py:148(Opcode)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 rq.py:328(Cursor)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 error.py:104(BadColor)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 core.py:783(__init__)



